Common Name,Scientific Name,Area,Group,Recovery Document Date,Status,Region,Recovery Actions
Lower Keys marsh rabbit,Sylvilagus palustris hefneri,Wherever found,Mammals,2019-11-07,E,Southeast Region,52.0
Mexican long-nosed bat,Leptonycteris nivalis,Wherever found,Mammals,2019-12-06,E,Southwest Region,31.0
Anastasia Island beach mouse,Peromyscus polionotus phasma,Wherever found,Mammals,2019-06-27,E,Southeast Region,15.0
Florida salt marsh vole,Microtus pennsylvanicus dukecampbelli,Wherever found,Mammals,2019-06-27,E,Southeast Region,8.0
California condor,Gymnogyps californianus,"U.S.A. only, except where listed as an experimental population",Birds,2019-10-08,E,California/Nevada Region,62.0
Laysan finch (honeycreeper),Telespyza cantans,Wherever found,Birds,2019-08-20,E,Pacific Region,24.0
Nihoa finch (honeycreeper),Telespyza ultima,Wherever found,Birds,2019-08-20,E,Pacific Region,24.0
Nihoa millerbird (old world warbler),Acrocephalus familiaris kingi,Wherever found,Birds,2019-08-20,E,Pacific Region,27.0
Hawaiian petrel,Pterodroma sandwichensis,Wherever found,Birds,2019-08-12,E,Pacific Region,37.0
Yellowcheek Darter,Etheostoma moorei,Wherever found,Fishes,2018-06-15,E,Southeast Region,13.0
Masked bobwhite (quail),Colinus virginianus ridgwayi,Wherever found,Birds,2019-12-06,E,Southwest Region,68.0
Light-footed clapper rail,Rallus longirostris levipes,Wherever found,Birds,2019-10-04,E,California/Nevada Region,216.0
Newell's Townsend's shearwater,Puffinus auricularis newelli,Wherever found,Birds,2019-08-12,T,Pacific Region,39.0
San Clemente loggerhead shrike,Lanius ludovicianus mearnsi,Wherever found,Birds,2019-10-04,E,California/Nevada Region,22.0
Yellow-shouldered blackbird,Agelaius xanthomus,Wherever found,Birds,2019-06-27,E,Southeast Region,19.0
Mariana common moorhen,Gallinula chloropus guami,Wherever found,Birds,2019-08-20,E,Pacific Region,73.0
Guam rail,Rallus owstoni,"Wherever found, except where listed as an experimental population",Birds,2019-08-20,E,Pacific Region,65.0
Puerto Rican broad-winged hawk,Buteo platypterus brunnescens,Wherever found,Birds,2019-08-06,E,Southeast Region,14.0
Puerto Rican sharp-shinned hawk,Accipiter striatus venator,Wherever found,Birds,2019-08-06,E,Southeast Region,16.0
Florida grasshopper sparrow,Ammodramus savannarum floridanus,Wherever found,Birds,2019-11-07,E,Southeast Region,25.0
Ho`awa,Pittosporum napaliense,Wherever found,Flowering Plants,2021-08-27,E,Pacific Region,77.0
loulu,Pritchardia napaliensis,Wherever found,Flowering Plants,2021-08-27,E,Pacific Region,81.0
Mariana gray swiftlet,Aerodramus vanikorensis bartschi,Wherever found,Birds,2019-08-20,E,Pacific Region,40.0
Puerto Rican boa,Epicrates inornatus,Wherever found,Reptiles,2019-08-06,E,Southeast Region,12.0
St. Croix ground lizard,Ameiva polops,Wherever found,Reptiles,2019-06-27,E,Southeast Region,9.0
New Mexican ridge-nosed rattlesnake,Crotalus willardi obscurus,Wherever found,Reptiles,2019-07-26,T,Southwest Region,22.0
Virgin Islands tree boa,Chilabothrus granti,Wherever found,Reptiles,2019-08-06,E,Southeast Region,13.0
American crocodile,Crocodylus acutus,U.S.A. (FL),Reptiles,2019-11-07,T,Southeast Region,32.0
White Bluffs bladderpod,Physaria douglasii ssp. tuplashensis,Wherever found,Flowering Plants,2021-08-03,T,Pacific Region,6.0
Desert slender salamander,Batrachoseps aridus,Wherever found,Amphibians,2019-09-13,E,California/Nevada Region,37.0
Red Hills salamander,Phaeognathus hubrichti,Wherever found,Amphibians,2019-08-06,T,Southeast Region,9.0
Guajon,Eleutherodactylus cooki,Wherever found,Amphibians,2019-08-06,T,Southeast Region,22.0
Shenandoah salamander,Plethodon shenandoah,Wherever found,Amphibians,2019-07-22,E,Northeast Region,21.0
Na`ena`e,Dubautia imbricata ssp. imbricata,Wherever found,Flowering Plants,2021-08-27,E,Pacific Region,71.0
dusky gopher frog,Rana sevosa,Wherever found,Amphibians,2019-08-06,E,Southeast Region,58.0
Maryland darter,Etheostoma sellare,Wherever found,Fishes,2019-06-19,E,Northeast Region,28.0
